,Year,Age,Sex,Activity,Species,Country,Fatal_Y_N,Activity_Regex,Sex_Regex,age_regex,Species_regex
4951,1934.0,22,M,Swimming on sandbar adjacent to channel,4.3 m [14'] shark seen in area previous week,AUSTRALIA,N,swimming,m,22,4.3 m [14'] shark seen in area previous week
4953,1933.0,17,M,Pearl diving,Tiger shark,AUSTRALIA,N,pearl diving,m,17,Tiger shark
4961,1933.0,15,M,Sitting in 3' of water,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,USA,N,sitting in 3' of water,m,15,thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident
4968,1933.0,24,M,Swimming,Possibly a bull shark or tiger shark,USA,Y,swimming,m,24,Tiger shark
4973,1933.0,38,M,Swimming,,AUSTRALIA,Y,swimming,m,38,
4977,1932.0,24,M,Swimming,Thought to involve a mako or grey nurse shark,AUSTRALIA,N,swimming,m,24,Mako shark
4978,1932.0,27,M,Swimming,,CAPE VERDE,Y,swimming,m,27,
4984,1932.0,18,M,On expedition filming a feature movie & standing on tripod,,BAHAMAS,N,standing,m,18,
4987,1932.0,32,M,Fishing,"250-lb ""dog shark""",USA,N,fishing,m,32,"250-lb ""dog shark"""
4999,1932.0,36 & 23,M,Fishing,,MEXICO,Y,fishing,m,36,
5000,1932.0,23,M,Collecting fish by lamplight in gully,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",SOUTH AFRICA,N,collecting fish by lamplight in gully,m,23,Raggedtooth shark
5001,1931.0,45,M,Diving for trochus from lugger,4 m [13'] shark,AUSTRALIA,N,diving for trochus from lugger,m,45,4 m [13'] shark
5002,1931.0,Teen,M,Diving off wharf,,JAMAICA,Y,diving off wharf,m,,
5004,1931.0,20,F,Swimming ,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",USA,N,swimming,f,20,Hammerhead shark
5006,1931.0,18,M,Swimming,,CUBA,Y,swimming,m,18,
5009,1931.0,23,M,Swimming a quarter mile offshore,,CUBA,Y,swimming,m,23,
5021,1931.0,19,M,Fishing with a cast net,,AUSTRALIA,Y,fishing,m,19,
5024,1931.0,39,M,Swimming ,Shark involvement prior to death unconfirmed,AUSTRALIA,,swimming,m,39,Not a shark
5027,1931.0,18,M,Swimming,1.5 m [5'] shark,AUSTRALIA,N,swimming,m,18,1.5 m [5'] shark
5030,1930.0,49,M,Swimming,,AUSTRALIA,N,swimming,m,49,
5037,1930.0,17,M,Fishing,,AUSTRALIA,N,fishing,m,17,
5038,1930.0,38,M,Swimming,,SPAIN,N,swimming,m,38,
5040,1930.0,29,M,Swimming,,CUBA,N,swimming,m,29,
5041,1930.0,21,M,Swimming,Tiger shark,USA,N,swimming,m,21,Tiger shark
5048,1930.0,19,M,Pearl diving,,AUSTRALIA,N,pearl diving,m,19,
5049,1930.0,18,M,Diving off pier & treading water,White shark 4.9 m [16'] ,AUSTRALIA,Y,diving off pier & treading water,m,18,White shark
5052,1930.0,23,M,Swimming,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",SOUTH AFRICA,N,swimming,m,23,White shark
5056,1929.0,16,M,Diving by wharf,Tiger shark,AUSTRALIA,Y,diving by wharf,m,16,Tiger shark
5058,1929.0,17,F,Bathing or body surfing ,"""a small shark""",AUSTRALIA,N,surfing,f,17,"""a small shark"""
5066,1929.0,42,M,Fell from wharf into water & attacked immediately,,AUSTRALIA,Y,fell from wharf into water & attacked immediately,m,42,
5074,1929.0,19,M,Standing in knee-deep water,"Grey nurse shark, 4' ",AUSTRALIA,N,standing,m,19,Nurse shark
5077,1929.0,26,M,Swimming,,USA,N,swimming,m,26,
5079,1929.0,9,M,Launching rowboat through the surf,"""a dog shark""",AUSTRALIA,N,launching rowboat through the surf,m,9,"""a dog shark"""
5080,1929.0,12,M,Launching rowboat through the surf,"""a dog shark""",AUSTRALIA,N,launching rowboat through the surf,m,12,"""a dog shark"""
5081,1929.0,20,M,Body surfing,,AUSTRALIA,Y,surfing,m,20,
5083,1929.0,39,M,Swimming,Galapagos shark,AUSTRALIA,Y,swimming,m,39,galapagos shark
5084,1929.0,  ,M,Swimming,,AUSTRALIA,Y,swimming,m,,
5086,1929.0,14,M,Body surfing,12' shark,AUSTRALIA,Y,surfing,m,14,12' shark
5093,1929.0,27,M,Hardhat diving ,,USA,N,hardhat diving ,m,27,
5098,1928.0,17,M,Swimming,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,PANAMA,Y,swimming,m,17,morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. identified as carcharhinid shark by l. schultz & c. limbaugh on photograph
5106,1928.0,19,M,Treading water,,AUSTRALIA,N,treading water,m,19,
5108,1928.0,15,M,Bathing,4' shark,AUSTRALIA,N,bathing,m,15,4' shark
5109,1928.0,28,M,Standing in waist-deep water,,AUSTRALIA,Y,standing,m,28,
5114,1928.0,78,M,Retrieving meat from a cage in the water,,AUSTRALIA,Y,retrieving meat from a cage in the water,m,78,
5118,1928.0,18,M,Body surfing,1.2 m [4'] shark,SOUTH AFRICA,N,surfing,m,18,1.2 m [4'] shark
5119,1928.0,25,M,Standing,,SOUTH AFRICA,N,standing,m,25,
5120,1927.0,17,M,Swimming,"White shark, 4.4 m [14.5'] . ",SOUTH AFRICA,Y,swimming,m,17,White shark
5130,1927.0,17,M,Body surfing / treading water,Grey nurse shark?,AUSTRALIA,N,surfing,m,17,Nurse shark
5133,1927.0,70,M,Fishing,Mako shark,NEW ZEALAND,N,fishing,m,70,Mako shark
5136,1927.0,15,M,Swimming,3.7 m [12'] shark,AUSTRALIA,Y,swimming,m,15,3.7 m [12'] shark
5137,1927.0,10,M,Swimming,,AUSTRALIA,Y,swimming,m,10,
5142,1926.0,17,M,Bathing,"Grey nurse shark, 4'",AUSTRALIA,N,bathing,m,17,Nurse shark
5145,1926.0,18,M,Swimming,,USA,Y,swimming,m,18,
5146,1926.0,20,M,Swimming,Said to involve 6 to 7 m [20' to 23'] white shark,ITALY,Y,swimming,m,20,White shark
5148,1926.0,15,M,Swimming with dog near canning factory,1.5 m [5'] white shark or sevengill shark,USA,N,swimming,m,15,White shark
5151,1926.0,26,M,Fell overboard from SS Ripley Castle,,SOUTH ATLANTIC OCEAN,N,fell overboard from ss ripley castle,m,26,
5160,1925.0,55,M,Floating on his back,"Tiger shark, 4 m [13'] female",AUSTRALIA,Y,floating on his back,m,55,Tiger shark
5168,1925.0,16,M,Bathing in waist-deep water,Said to be a small shark,AUSTRALIA,N,bathing,m,16,said to be a small shark
5169,1925.0,16,M,Swimming,,AUSTRALIA,Y,swimming,m,16,
5170,1925.0,A.M.,M,Swimming,,PAPUA NEW GUINEA,Y,swimming,m,,
5175,1924.0,35,M,"Inebriated, woke from sleep and fell off deck into the water ",,PANAMA,N,"inebriated, woke from sleep and fell off deck into the water ",m,35,
5176,1924.0,35,M,Bathing,,USA,Y,bathing,m,35,
5181,1924.0,?    &   14,M,Fishing,,USA,N,fishing,m,14,
5183,1924.0,20,M,"Fishing, fell in water & swimming strongly to shore",,AUSTRALIA,Y,swimming,m,20,
5184,1924.0,21,M,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",,PANAMA,N,"floating, after falling or jumping off the standard oil tanker frederick w. weller",m,21,
5188,1924.0,30,F,Bathing in 5' of water,,AUSTRALIA,N,bathing,f,30,
5190,1924.0,22,M,Swimming,,SOUTH AFRICA,Y,swimming,m,22,
5192,1924.0,16,M,Had just dived into water & was swimming,3 m [10'] shark,AUSTRALIA,Y,swimming,m,16,3 m [10'] shark
5207,1923.0,25,M,Swimming ,,USA,N,swimming,m,25,
5209,1923.0,13,M,Swimming,,AUSTRALIA,Y,swimming,m,13,
5216,1922.0,19,M,Bathing in 3' to 4' of water,"2.7 m [9'] ""blue"" shark",AUSTRALIA,Y,bathing,m,19,"2.7 m [9'] ""blue"" shark"
5217,1922.0,16,M,Fishing,,BARBADOS,Y,fishing,m,16,
5223,1922.0,18,F,Floating,1.8 m [6'] shark,USA,Y,floating,f,18,1.8 m [6'] shark
5224,1922.0,19,M,Swimming,6' shark,JAMAICA,Y,swimming,m,19,6' shark
5225,1922.0,18,M,Swimming,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",SOUTH AFRICA,N,swimming,m,18,White shark
5228,1922.0,14,F,Standing,2.7 m [9'] shark later captured by Mitchell-Hedges,JAMAICA,Y,standing,f,14,2.7 m [9'] shark later captured by mitchell-hedges
5229,1922.0,21,M,Bathing in knee-deep water,"White shark, 2.4 m [8'] ",AUSTRALIA,Y,bathing,m,21,White shark
5231,1922.0,18,M,Swimming,White shark,AUSTRALIA,Y,swimming,m,18,White shark
5233,1922.0,54,M,Swimming ,,AUSTRALIA,Y,swimming,m,54,
5235,1922.0,26,M,Surfing,,AUSTRALIA,Y,surfing,m,26,
5236,1921.0,20,M,Swimming,,AUSTRALIA,N,swimming,m,20,
5237,1921.0,8,M,Fell from his father's back into the water,,AUSTRALIA,Y,fell from his father's back into the water,m,8,
5238,1921.0,40,M,"Wading to dinghy, carrying his son",,AUSTRALIA,N,wading,m,40,
5241,1921.0,22,M,Diving for beche-de-mer,,AUSTRALIA,Y,diving for beche-de-mer,m,22,
5244,1921.0,21,M,Swimming,,PHILIPPINES,Y,swimming,m,21,
5251,1920.0,30,M,Swimming ,Questionable,USA,,swimming,m,30,questionable
5253,1920.0,13,M,Swimming ,,USA,N,swimming,m,13,
5255,1920.0,20,M,"Boat capsized, swimming to shore",,AUSTRALIA,N,swimming,m,20,
5257,1920.0,18,F,Floating face down,,SOUTH AFRICA,N,floating face down,f,18,
5259,1920.0,12,M,Swimming ,,AUSTRALIA,Y,swimming,m,12,
5262,1920.0,12,M,Splashing,,SOUTH AFRICA,N,splashing,m,12,
5263,1919.0,29,M,Swimming,,AUSTRALIA,N,swimming,m,29,
5264,1919.0,47,M,Swimming,,AUSTRALIA,Y,swimming,m,47,
5273,1919.0,13,M,Wading,12' shark,AUSTRALIA,Y,wading,m,13,12' shark
5274,1919.0,38,M,Wading (shrimping),,AUSTRALIA,Y,wading,m,38,
5279,1918.0,22,M,Bathing,,AUSTRALIA,Y,bathing,m,22,
5293,1916.0,25,M,Bathing,,AUSTRALIA,N,bathing,m,25,
5294,1916.0,41,M,Taking wife to beach & about 1 m from the shore,,AUSTRALIA,Y,taking wife to beach & about 1 m from the shore,m,41,
5298,1916.0,27,M,Bathing,,AUSTRALIA,Y,bathing,m,27,
5304,1916.0,12,M,Swimming,Said to involve a 2.7 m [9'] shark,USA,N,swimming,m,12,said to involve a 2.7 m [9'] shark
