,Year,Age,Sex,Activity,Species,Country,Fatal_Y_N,Activity_Regex,Sex_Regex,age_regex,Species_regex
430,2015.0,63,M,Wading,3- to 4-foot shark,USA,N,wading,m,63,3- to 4-foot shark
431,2015.0,26,M,Surfing,"White shark, 6 m",AUSTRALIA,N,surfing,m,26,White shark
432,2015.0,71,M,Surf skiing ,"White shark, 3 m",AUSTRALIA,N,surf skiing ,m,71,White shark
433,2015.0,48,M,Photographing the shark,"Blue shark, 8 to 9 feet",USA,N,photographing the shark,m,48,Blue shark
434,2015.0,13,M,Surfing,Bull shark,REUNION,Y,surfing,m,13,Bull shark
436,2015.0,70,M,Spearfishing,Bull shark,USA,N,spearfishing,m,70,Bull shark
437,2015.0,43,M,Diving,Shark involvement not cofirmed,ITALY,,diving,m,43,Not a shark
438,2015.0,23,M,Surfing,No shark involvement,BRAZIL,,surfing,m,23,Not a shark
439,2015.0,36,M,Kayak Fishing,"White shark, 4 m",SOUTH AFRICA,N,fishing,m,36,White shark
440,2015.0,52,M,Swimming,Mako shark,EGYPT,Y,swimming,m,52,Mako shark
441,2015.0,58,M,Standing / Snorkeling,"Tiger shark, 8 to 12 feet",USA,N,snorkeling,m,58,Tiger shark
442,2015.0,9,M,Hand feeding sharks,Blacktip shark,FRENCH POLYNESIA,N,hand feeding sharks,m,9,Blacktip shark
444,2015.0,36,M,Fishing,,MEXICO,N,fishing,m,36,
445,2015.0,18 months,M,Sitting in the water,Blacktip Reef shark ,FRENCH POLYNESIA,N,sitting in the water,m,18,Blacktip shark
447,2015.0,22,F,Swimming,"Tiger shark, 3.5 m",REUNION,Y,swimming,f,22,Tiger shark
448,2015.0,41,M,Surfing,3.5 to 4 m shark,AUSTRALIA,Y,surfing,m,41,3.5 to 4 m shark
449,2015.0,35,M,Surfing,2 m to  3 m shark,AUSTRALIA,N,surfing,m,35,2 m to  3 m shark
451,2015.0,57,M,Rowing,"Bull shark, 1.3 m",AUSTRALIA,N,rowing,m,57,Bull shark
452,2015.0,20,M,Shark fishing,4' shark,USA,N,fishing,m,20,4' shark
454,2015.0,24,M,Floating,,SOUTH AFRICA,N,floating,m,24,
458,2015.0,17,M,Filming,1.5 m shark,AUSTRALIA,N,filming,m,17,1.5 m shark
459,2015.0,38,M,Swimming after falling overboard,No shark involvement,USA,,swimming,m,38,Not a shark
460,2015.0,34,F,Snorkeling,White shark or oceanic whitetip shark,BAHAMAS,N,snorkeling,f,34,White shark
461,2015.0,15,M,Surfing,"Raggedtooth shark, 1.3 m",SOUTH AFRICA,N,surfing,m,15,Raggedtooth shark
464,2014.0,17,M,Spearfishing,"White shark, 4 to 5 m",AUSTRALIA,Y,spearfishing,m,17,White shark
467,2014.0,50,M,Surfing,"White shark, 8' to 10'",USA,N,surfing,m,50,White shark
468,2014.0,40s,M,Fishing,1.5 m shark,AUSTRALIA,N,fishing,m,40,1.5 m shark
470,2014.0,17,M,Spearfishing,Tiger shark,AUSTRALIA,Y,spearfishing,m,17,Tiger shark
472,2014.0,13,M,Surfing,,AUSTRALIA,N,surfing,m,13,
473,2014.0,39,M,Fishing,,MAURITIUS,Y,fishing,m,39,
476,2014.0,44,M,Surfing,2' shark,USA,N,surfing,m,44,2' shark
477,2014.0,53,M,Snorkeling,1.5 m shark,USA,N,snorkeling,m,53,1.5 m shark
479,2014.0,18,M,Surfing,,USA,N,surfing,m,18,
480,2014.0,34,F,Surfing,"Tiger shark, 12'",USA,N,surfing,f,34,Tiger shark
481,2014.0,20,M,Surfing,,AUSTRALIA,N,surfing,m,20,
486,2014.0,13,F,Surfing,1 m shark,AUSTRALIA,N,surfing,f,13,1 m shark
487,2014.0,7,F,Standing in inner tube,"Bull shark, 3' to 4'",USA,N,standing,f,7,Bull shark
490,2014.0,29,M,Surfing,Blacktip shark,USA,N,surfing,m,29,Blacktip shark
491,2014.0,40,F,Fishing,,USA,N,fishing,f,40,
492,2014.0,15,M,Surfing,Blacktip shark,USA,N,surfing,m,15,Blacktip shark
495,2014.0,28,M,Surfing,8' to 10' shark,USA,N,surfing,m,28,8' to 10' shark
496,2014.0,23,M,Surfing,"2 white shark: 13' & 9""8""",AUSTRALIA,N,surfing,m,23,White shark
498,2014.0,36,F,Feeding fish,Blacktip shark,FRENCH POLYNESIA,N,feeding fish,f,36,Blacktip shark
500,2014.0,50,M,Swimming,7' shark,AUSTRALIA,Y,swimming,m,50,7' shark
501,2014.0,43,M,Fishing ,Bull shark,USA,N,fishing,m,43,Bull shark
502,2014.0,20s,F,Kayaking ,"White shark, 12' to 14'",USA,N,kayaking ,f,20,White shark
503,2014.0,52,M,Fishing,3' to 4' shark,USA,N,fishing,m,52,3' to 4' shark
504,2014.0,16,M,Playing with an air mattress,,SPAIN,N,playing with an air mattress,m,16,
505,2014.0,13,F,Body surfing,Spinner shark,USA,N,surfing,f,13,spinner shark
506,2014.0,17,M,Surfing,Spinner shark or blacktip shark,USA,N,surfing,m,17,Blacktip shark
508,2014.0,33,M,Fishing,,USA,N,fishing,m,33,
509,2014.0,30s,F,Swimming,small shark,SPAIN,N,swimming,f,30,small shark
510,2014.0,29,M,Surfing,4' to 6' shark,USA,N,surfing,m,29,4' to 6' shark
514,2014.0,31,M,Spearfishing,reef shark,AUSTRALIA,N,spearfishing,m,31,reef shark
518,2014.0,10,F,Swimming,,USA,N,swimming,f,10,
519,2014.0,7,M,Swimming," Bull shark, 5'",USA,N,swimming,m,7,Bull shark
520,2014.0,10,M,Boogie boarding,4' tp 5' shark,USA,N,boogie boarding,m,10,4' tp 5' shark
521,2014.0,45,F,Swimming,,USA,N,swimming,f,45,
522,2014.0,50s,M,Surfing,,USA,N,surfing,m,50,
523,2014.0,8,M,Boogie boarding,,USA,N,boogie boarding,m,8,
524,2014.0,20,M,Surfing,White shark,SOUTH AFRICA,N,surfing,m,20,White shark
526,2014.0,Teen,M,Swimming,Possibly juvenile tiger shark,USA,N,swimming,m,,Tiger shark
527,2014.0,51,M,Surfing,1.8 metre shark,REUNION,N,surfing,m,51,1.8 metre shark
528,2014.0,8,M,Standing,,USA,N,standing,m,8,
530,2014.0,61,M,Swimming,6' to 8' shark,USA,N,swimming,m,61,6' to 8' shark
531,2014.0,39,M,Swimming,4' shark,USA,N,swimming,m,39,4' shark
532,2014.0,63,M,Shark diving,Shark involvement not confirmed,BAHAMAS,,shark diving,m,63,Not a shark
534,2014.0,14,M,Surfing,,USA,N,surfing,m,14,
537,2014.0,19,M,Body surfing,4' to 5' shark,USA,N,surfing,m,19,4' to 5' shark
538,2014.0,48,M,Transatlantic Rowing,Oceanic whitetip shark',ST. MARTIN,N,transatlantic rowing,m,48,oceanic whitetip shark'
539,2014.0,42,M,Spearfishing,"Caribbean reef shark, 7' to 8'",BAHAMAS,N,spearfishing,m,42,"caribbean reef shark, 7' to 8'"
541,2014.0,15,M,Body boarding,,AUSTRALIA,N,body boarding,m,15,
543,2014.0,43,M,Fishing,,BRAZIL,N,fishing,m,43,
544,2014.0,16,M,Standing," Sandbar shark, 3' to 4'",USA,N,standing,m,16," sandbar shark, 3' to 4'"
545,2014.0,39,M,Body boarding,"Bronze whaler shark, 1.5m",AUSTRALIA,N,body boarding,m,39,Bronze whaler shark
546,2014.0,43,M,Surfing,,JAPAN,N,surfing,m,43,
547,2014.0,14,F,Kneeling in the water,,USA,N,kneeling in the water,f,14,
548,2014.0,22,F,Swimming,Bull shark,USA,N,swimming,f,22,Bull shark
550,2014.0,37,F,Tagging sharks,Blacktip Reef shark ,USA,N,tagging sharks,f,37,Blacktip shark
551,2014.0,29,F,Fell into the water," Bull shark, 1.2m ",AUSTRALIA,N,fell into the water,f,29,Bull shark
553,2014.0,10,M,Teasing a shark," Tawney nurse shark, 1m",AUSTRALIA,N,teasing a shark,m,10,Nurse shark
554,2014.0,38,F,Body boarding,,USA,N,body boarding,f,38,
555,2014.0,35,M,Surfing," white shark, 15' ",AUSTRALIA,N,surfing,m,35,White shark
556,2014.0,44,F,Wading,,USA,N,wading,f,44,
557,2014.0,12,M,Surfing,Shark involvement not confirmed,USA,N,surfing,m,12,Not a shark
559,2014.0,40,F,Swimming,4' to 5' shark,USA,N,swimming,f,40,4' to 5' shark
561,2014.0,23,M,Surfing,3' shark,USA,N,surfing,m,23,3' shark
563,2014.0,42,M ,Swimming,,USA,N,swimming,m,42,
564,2014.0,25,M,Wading,,USA,N,wading,m,25,
567,2014.0,teen,M,Surfing,,USA,N,surfing,m,,
568,2014.0,teen,M,Surfing,,USA,N,surfing,m,,
569,2014.0,63,F,Swimming,3 m to 4 m white shark,AUSTRALIA,Y,swimming,f,63,White shark
570,2014.0,38,M,Diving for lobsters,Shark involvement prior to death not confirmed,AUSTRALIA,,diving for lobsters,m,38,Not a shark
571,2014.0,66,M,Swimming,2 m shark,SOUTH AFRICA,Y,swimming,m,66,2 m shark
573,2014.0,9,M,Surfing,,USA,N,surfing,m,9,
574,2014.0,42,M,Kite Surfing,,NEW CALEDONIA,N,surfing,m,42,
575,2014.0,42,M,Surfing,,AUSTRALIA,N,surfing,m,42,
579,2014.0,21,M,Surfing,Blacktip or spinner shark?,USA,N,surfing,m,21,Blacktip shark
580,2014.0,21,M,Kitesurfing,Blacktip reef shark ,FRENCH POLYNESIA,N,kitesurfing,m,21,Blacktip shark
581,2014.0,21,M,Sailing,,PAPUA NEW GUINEA,N,sailing,m,21,
582,2014.0,28,M,Spearfishing / Free diving,,AUSTRALIA,Y,spearfishing,m,28,
584,2014.0,28,M,Surfing,7-gill shark?,NEW ZEALAND,N,surfing,m,28,7-gill shark?
586,2014.0,24,M,Spearfishing,7-gill shark,NEW ZEALAND,N,spearfishing,m,24,7-gill shark
587,2014.0,31,M,Sea disaster,,JAPAN,N,sea disaster,m,31,
590,2013.0,37,M,Snorkeling,Reported to involve a bull shark,NEW CALEDONIA,N,snorkeling,m,37,Bull shark
591,2013.0,19,M,Surfing,"White shark, 3m ",SOUTH AFRICA,N,surfing,m,19,White shark
592,2013.0,35,M,Attempting to remove fishing net from submerged object,,KIRIBATI,N,fishing,m,35,
593,2013.0,29,M,Boogie boarding,"Tiger shark, 10' to 12'",USA,N,boogie boarding,m,29,Tiger shark
594,2013.0,30,M,Surfing,4' to 6' shark,USA,N,surfing,m,30,4' to 6' shark
595,2013.0,26,M,Surfing," Wobbegong shark, 1.6 to 1.8m ",AUSTRALIA,N,surfing,m,26,Wobbegong shark
596,2013.0,57,M,Kayaking / Fishing,,USA,Y,fishing,m,57,
597,2013.0,19,M,Body boarding,"Tiger shark, 3m ",AUSTRALIA,Y,body boarding,m,19,Tiger shark
598,2013.0,58,F,Snorkeling,,USA,N,snorkeling,f,58,
599,2013.0,35,M,Surfing,Thought to involve a white shark,AUSTRALIA,Y,surfing,m,35,White shark
600,2013.0,25,M,Surfing,"White shark, 10 '",USA,N,surfing,m,25,White shark
602,2013.0,77,M,Shark fishing,,BAHAMAS,N,fishing,m,77,
603,2013.0,16,M,Body boarding,,USA,N,body boarding,m,16,
605,2013.0,46,M,Kiteboarding,Tiger shark,USA,N,kiteboarding,m,46,Tiger shark
606,2013.0,60,F,Snorkeling,"Blacktip reef shark, 1m",AUSTRALIA,N,snorkeling,f,60,Blacktip shark
607,2013.0,24,M,Body boarding,Thought to involve a bull shark,REUNION,N,body boarding,m,24,Bull shark
609,2013.0,41,M,Surfing,Wobbegong shark,AUSTRALIA,N,surfing,m,41,Wobbegong shark
610,2013.0,45,M,Diving ,"Whitetip reef shark, 4' to 6'",USA,N,diving ,m,45,"whitetip reef shark, 4' to 6'"
611,2013.0,25,M,Surfing,Tiger shark,USA,N,surfing,m,25,Tiger shark
612,2013.0,6,M,Wading,Nurse shark?,USA,N,wading,m,6,Nurse shark
613,2013.0,74,M,Swimming / snorkeling,White shark,SOUTH AFRICA,Y,swimming,m,74,White shark
614,2013.0,55,M,Diving for Abalone,White shark,AUSTRALIA,N,diving for abalone,m,55,White shark
615,2013.0,45,M,Surfing,"White shark, 8' to 10'",USA,N,surfing,m,45,White shark
616,2013.0,12,M,Wading,Small bull shark,USA,N,wading,m,12,Bull shark
617,2013.0,50,M,Surfing,,USA,N,surfing,m,50,
618,2013.0,27,M,Diving,,ISRAEL,N,diving,m,27,
619,2013.0,7,M,Standing,,USA,N,standing,m,7,
620,2013.0,45,M,Swimming,,USA,N,swimming,m,45,
622,2013.0,21,M,Swimming,Bull shark,USA,N,swimming,m,21,Bull shark
623,2013.0,13,F,Surfing,3' shark,USA,N,surfing,f,13,3' shark
625,2013.0,43,M,Surfing,3' shark,USA,N,surfing,m,43,3' shark
626,2013.0,25,M,Standing,3' shark,USA,N,standing,m,25,3' shark
627,2013.0,17,M,Swimming,,USA,N,swimming,m,17,
630,2013.0,9,M,Casting a net,4' shark,USA,N,casting a net,m,9,4' shark
633,2013.0,47,F,Marathon swimming,No shark involvement,USA,,swimming,f,47,Not a shark
634,2013.0,50,M,Longline fishing for sharks,"Mako shark, 5'",FRANCE,N,fishing,m,50,Mako shark
635,2013.0,11,F,Boogie boarding,,USA,N,boogie boarding,f,11,
637,2013.0,16,M,Surfing,,USA,N,surfing,m,16,
639,2013.0,20,F,Snorkeling,Tiger shark?,USA,Y,snorkeling,f,20,Tiger shark
640,2013.0,19,F,Kiteboarding,,USA,N,kiteboarding,f,19,
641,2013.0,10,M,Surfing,"Bull shark, 8'",USA,N,surfing,m,10,Bull shark
643,2013.0,17,M,Fishing,"Bull shark, 6' to 8'",USA,N,fishing,m,17,Bull shark
644,2013.0,56,F,Snorkeling,,USA,N,snorkeling,f,56,
645,2013.0,32,M,Swimming,,USA,N,swimming,m,32,
646,2013.0,40,M,Spearfishing,6' shark,BAHAMAS,N,spearfishing,m,40,6' shark
648,2013.0,18,M,Surfing,"Tiger shark, 8' to 10' ",USA,N,surfing,m,18,Tiger shark
649,2013.0,64,M,Cleaning fish,Nurse shark,BAHAMAS,N,cleaning fish,m,64,Nurse shark
650,2013.0,50,M,Diving,,BAHAMAS,N,diving,m,50,
651,2013.0,18,F,Swimming,,BRAZIL,Y,swimming,f,18,
652,2013.0,50,F,Walking in surf,,USA,N,walking,f,50,
653,2013.0,teen,M,Swimming ,,USA,N,swimming,m,,
654,2013.0,15,F,Swimming & snorkeling,,REUNION,Y,swimming,f,15,
655,2013.0,33,M,Swimming,,DIEGO GARCIA,Y,swimming,m,33,
656,2013.0,63,F,Wading,,USA,N,wading,f,63,
657,2013.0,48,M,Swimming,Shark involvement not confirmed,SPAIN,,swimming,m,48,Not a shark
658,2013.0,29,M,Body surfing,,AUSTRALIA,N,surfing,m,29,
663,2013.0,14,M,Swimming,4' to 5' shark,USA,N,swimming,m,14,4' to 5' shark
664,2013.0,28,M,Swimming,"Tiger shark, 14'",USA,N,swimming,m,28,Tiger shark
665,2013.0,15,M,Swimming,,USA,N,swimming,m,15,
668,2013.0,10,F,Boogie Boarding,4' to 5' shark,USA,N,boogie boarding,f,10,4' to 5' shark
669,2013.0,58,M,Fishing for sharks,"Lemon shark, 4'",USA,N,fishing,m,58,"lemon shark, 4'"
671,2013.0,32,M,Diving,Galapagos shark,USA,N,diving,m,32,galapagos shark
672,2013.0,11,M,Swimming,,USA,N,swimming,m,11,
674,2013.0,30,M,Fishing,,PALESTINIAN TERRITORIES,N,fishing,m,30,
675,2013.0,29,M,Surfing,Galapagos shark,ECUADOR,N,surfing,m,29,galapagos shark
676,2013.0,42,M,Surfing,Invalid,USA,,surfing,m,42,invalid
677,2013.0,36,M,Body boarding,Bull shark,REUNION,Y,body boarding,m,36,Bull shark
678,2013.0,16,M,Surfing,a small shark,USA,N,surfing,m,16,a small shark
680,2013.0,34,F,Swimming,Tiger shark,MEXICO,N,swimming,f,34,Tiger shark
681,2013.0,51,M,Fishing,"Grey nurse shark, 3m",AUSTRALIA,N,fishing,m,51,Nurse shark
682,2013.0,9,M,Playing in the surf,3' shark,USA,N,playing in the surf,m,9,3' shark
684,2013.0,21,M,Surfing,Bull shark,USA,N,surfing,m,21,Bull shark
686,2013.0,53,M,Kite boarding,Possibly a blacktip reef shark,FRENCH POLYNESIA,N,kite boarding,m,53,Blacktip shark
687,2013.0,50,M,Swimming,,USA,N,swimming,m,50,
689,2013.0,58,M,Surfing,4' shark,USA,N,surfing,m,58,4' shark
690,2013.0,47,M,Surfing,No shark involvement,AUSTRALIA,,surfing,m,47,Not a shark
691,2013.0,34,M,Free diving,,SEYCHELLES,N,free diving,m,34,
693,2013.0,50,M,Fly fishing,,BAHAMAS,N,fishing,m,50,
694,2013.0,30,M,Fishing - 'tag & release',"Raggedtooth shark, 1.5 m",SOUTH AFRICA,N,fishing,m,30,Raggedtooth shark
696,2013.0,68,M,Spearfishing,"Tiger shark, 4.8 m",JAMAICA,Y,spearfishing,m,68,Tiger shark
697,2013.0,28,M,Spearfishing,"Bronze whaler shark, 2.5m",AUSTRALIA,N,spearfishing,m,28,Bronze whaler shark
698,2013.0,28 & 26,M,Swimming to shore with floatioon devices after boat engine conked out,"""small sharks""",PHILIPPINES,N,swimming,m,28,"""small sharks"""
699,2013.0,39,M,Swimming,,SOUTH AFRICA,N,swimming,m,39,
700,2013.0,46,M,Swimming,"White shark, 4m",NEW ZEALAND,Y,swimming,m,46,White shark
703,2013.0,16,M,Surfing,"Blacktip shark, 4' to 5'",USA,N,surfing,m,16,Blacktip shark
704,2013.0,48,M,Scuba diving,Lemon shark,FRENCH POLYNESIA,N,scuba diving,m,48,lemon shark
708,2013.0,62,M,Dragging stranded shark into deeper water,,AUSTRALIA,,dragging stranded shark into deeper water,m,62,
709,2013.0,43,M,Surfing,"Tiger shark, 15'",USA,N,surfing,m,43,Tiger shark
711,2013.0,26,M,Spearfishing / Free diving,,AUSTRALIA,N,spearfishing,m,26,
713,2012.0,23,M,Surfing,2.5 m shark,AUSTRALIA,N,surfing,m,23,2.5 m shark
714,2012.0,29,M,Paddle boarding,"Bull shark, 2m ",AUSTRALIA,N,paddle boarding,m,29,Bull shark
715,2012.0,20,M,Swimming,Tiger shark,SOUTH AFRICA,Y,swimming,m,20,Tiger shark
716,2012.0,32,M,Surfing,"Tiger shark, 6'",AUSTRALIA,N,surfing,m,32,Tiger shark
717,2012.0,60,M,Surfing,10' shark,USA,N,surfing,m,60,10' shark
718,2012.0,31,M,Spearfishing,Sandtiger shark,AUSTRALIA,N,spearfishing,m,31,sandtiger shark
719,2012.0,25,F,Scuba diving,Seven-gill shark,NEW ZEALAND,N,scuba diving,f,25,seven-gill shark
720,2012.0,61,M,Snorkeling,"Tiger shark, 10'",USA,N,snorkeling,m,61,Tiger shark
722,2012.0,32,M,Swimming,2.5 m shark,MEXICO,Y,swimming,m,32,2.5 m shark
723,2012.0,14,M,Surfing,2' to 3' shark,USA,N,surfing,m,14,2' to 3' shark
724,2012.0,30,M,Diving,"Tiger shark, 15'",USA,N,diving,m,30,Tiger shark
725,2012.0,43,M,Surfing,"Tiger shark, 8'",USA,N,surfing,m,43,Tiger shark
726,2012.0,25,M,Surfing,White shark,USA,N,surfing,m,25,White shark
727,2012.0,51,F,Swimming,"Tiger shark, 10' to 12' ",USA,N,swimming,f,51,Tiger shark
728,2012.0,39,M,Surfing,"White shark, 15' to 16' ",USA,Y,surfing,m,39,White shark
730,2012.0,24,M,Surfing,,USA,N,surfing,m,24,
731,2012.0,55,M,Paddle boarding,6' to 8' shark,USA,N,paddle boarding,m,55,6' to 8' shark
733,2012.0,38,F,Bathing,,NIGERIA,N,bathing,f,38,
734,2012.0,42,M,Windsurfing,,USA,N,windsurfing,m,42,
735,2012.0,11,M,Bodyboarding,2m shark,AUSTRALIA,N,bodyboarding,m,11,2m shark
736,2012.0,21,M,Surfing,5' shark,USA,N,surfing,m,21,5' shark
737,2012.0,22,M,Surfing,4' shark,USA,N,surfing,m,22,4' shark
738,2012.0,52,M,Surfing,,USA,N,surfing,m,52,
739,2012.0,29,F,Swimming,Possibly a 3 m bull shark,TONGA,N,swimming,f,29,Bull shark
741,2012.0,25,M,Surfing,,USA,N,surfing,m,25,
743,2012.0,30s,M,Surfing,,USA,N,surfing,m,30,
744,2012.0,37,M,Surfing,,USA,N,surfing,m,37,
745,2012.0,32,M,Surfing,,USA,N,surfing,m,32,
746,2012.0,8,F,Boogie boarding,3.5' to 4' shark,USA,N,boogie boarding,f,8,3.5' to 4' shark
748,2012.0,56,F,Swimming or boogie boarding,3.5' to 4' shark,USA,N,swimming,f,56,3.5' to 4' shark
749,2012.0,53,M,Shark fishing,"Porbeagle shark, 7'",SCOTLAND,N,fishing,m,53,"porbeagle shark, 7'"
750,2012.0,34,M,Surfing,,AUSTRALIA,N,surfing,m,34,
751,2012.0,18,M,Swimming,,BRAZIL,Y,swimming,m,18,
752,2012.0,31,M,Wading or swimming,,USA,N,swimming,m,31,
754,2012.0,56,M,Free diving ,"Lemon shark, 4' to 5' ",USA,N,free diving,m,56,"lemon shark, 4' to 5' "
755,2012.0,39,M,Surfing,Bull shark,REUNION,N,surfing,m,39,Bull shark
757,2012.0,17,M,Surfing,,USA,N,surfing,m,17,
758,2012.0,48,M,Surfing,White shark or bronze whaler,AUSTRALIA,N,surfing,m,48,White shark
759,2012.0,44,M,Surfing,,USA,N,surfing,m,44,
760,2012.0,50,M,Body surfing,Thought to involve a white shark,USA,N,surfing,m,50,White shark
762,2012.0,22,M,Surfing,,REUNION,Y,surfing,m,22,
763,2012.0,24,M,Swimming,,TRINIDAD & TOBAGO,,swimming,m,24,
764,2012.0,23,F,Surfing,"Salmon shark suspected, but unlikely",CANADA,,surfing,f,23,"salmon shark suspected, but unlikely"
765,2012.0,24,M,Surfing,"White shark, 5m",AUSTRALIA,Y,surfing,m,24,White shark
766,2012.0,43,F,Swimming,,USA,N,swimming,f,43,
768,2012.0,42,F,Scuba diving,,AUSTRALIA,,scuba diving,f,42,
769,2012.0,52,M,Kayaking,14' to 18'shark,USA,N,kayaking,m,52,14' to 18'shark
770,2012.0,29,M,Surfing,15' shark,SOUTH AFRICA,N,surfing,m,29,15' shark
772,2012.0,6,M,Swimming,possibly a bull shark,USA,N,swimming,m,6,Bull shark
773,2012.0,26,M,Surfing,,USA,N,surfing,m,26,
774,2012.0,16,F,Sitting in the water,a small reef shark,USA,N,sitting in the water,f,16,a small reef shark
776,2012.0,12,M,Swimming,,USA,N,swimming,m,12,
777,2012.0,62,M,Surf skiing ,3 m shark,AUSTRALIA,N,surf skiing ,m,62,3 m shark
778,2012.0,16,M,Standing,No shark involvement,USA,,standing,m,16,Not a shark
779,2012.0,6,F,Wading,,USA,N,wading,f,6,
780,2012.0,23,M,Fishing,Nurse shark,USA,N,fishing,m,23,Nurse shark
781,2012.0,18,F,Swimming,small blacktip shark?,USA,N,swimming,f,18,Blacktip shark
784,2012.0,16,M,Swimming,Blacktip shark ,USA,N,swimming,m,16,Blacktip shark
785,2012.0,42,M,Surfing,1.5 m shark,AUSTRALIA,N,surfing,m,42,1.5 m shark
786,2012.0,57,M,Attempting to rescue an injured & beached shark,"Blue shark, 2.5m",ITALY,2017,attempting to rescue an injured & beached shark,m,57,Blue shark
787,2012.0,30,M,Surf skiing ,"White shark, 2 m",AUSTRALIA,N,surf skiing ,m,30,White shark
788,2012.0,12,F,Surfing,,USA,N,surfing,f,12,
789,2012.0,25,M,Boogie Boarding,,USA,N,boogie boarding,m,25,
790,2012.0,33,F,Wading,"18"" to 24"" shark",USA,N,wading,f,33,"18"" to 24"" shark"
791,2012.0,46,M,Free diving / spearfishing,"Bull shark, 3m",MEXICO,N,spearfishing,m,46,Bull shark
792,2012.0,22,M,Surfing,4' to 5' shark,USA,N,surfing,m,22,4' to 5' shark
794,2012.0,20,M,Spearfishing,,FIJI,N,spearfishing,m,20,
795,2012.0,30,M,Kayaking / Fishing,White shark,USA,N,fishing,m,30,White shark
796,2012.0,47,F,Swimming,,USA,N,swimming,f,47,
797,2012.0,15,F,Paddle boarding,White shark,USA,N,paddle boarding,f,15,White shark
798,2012.0,28,M,Surfing,5' shark,USA,N,surfing,m,28,5' shark
799,2012.0,20,M,Body boarding,"White shark, 4 m to 5m ",SOUTH AFRICA,Y,body boarding,m,20,White shark
800,2012.0,27,M,Kayaking,"White shark, 6m ",AUSTRALIA,N,kayaking,m,27,White shark
801,2012.0,28,M,Surfing,"Tiger shark, 10'  ",USA,N,surfing,m,28,Tiger shark
803,2012.0,33,M,Scuba diving,"White shark, 4m ",AUSTRALIA,Y,scuba diving,m,33,White shark
804,2012.0,21,M,Surfing,,USA,N,surfing,m,21,
806,2012.0,20,M,Surfing,Possibly a bull shark,AUSTRALIA,N,surfing,m,20,Bull shark
807,2012.0,61,M,Surfing,Possibly a 5' to 6' bull shark,USA,N,surfing,m,61,Bull shark
808,2012.0,15,F,Surfing,4' to 5' shark,USA,N,surfing,f,15,4' to 5' shark
809,2012.0,17,M,Surfing,4' to 5' shark,USA,N,surfing,m,17,4' to 5' shark
811,2012.0,34,F,"Diving, feeding sharks","Tawny nurse shark, 40cm",AUSTRALIA,N,"diving, feeding sharks",f,34,Nurse shark
812,2012.0,31,M,Body boarding,,REUNION,N,body boarding,m,31,
813,2012.0,19,M,Kite Surfing,4' shark,USA,N,surfing,m,19,4' shark
814,2012.0,42,M,Attempting to Kite surf from Egypt to Saudi Arabia,,SAUDI ARABIA,,attempting to kite surf from egypt to saudi arabia,m,42,
819,2012.0,29,M,Surfing,,AUSTRALIA,N,surfing,m,29,
821,2012.0,26,M,Snorkeling,"Tiger shark, 3m",AUSTRALIA,N,snorkeling,m,26,Tiger shark
823,2012.0,24,M,Fishing,"Blue shark, 70-kg blue shark",TAIWAN,N,fishing,m,24,Blue shark
824,2012.0,44,M,Surfing,"White shark, 2.7 m",AUSTRALIA,N,surfing,m,44,White shark
825,2012.0,25,M,Swimming,Thought to involve a bull shark,SOUTH AFRICA,Y,swimming,m,25,Bull shark
826,2012.0,53,M,Surfing,White shark,USA,N,surfing,m,53,White shark
827,2012.0,28,M,Surfing,2 m shark,AUSTRALIA,N,surfing,m,28,2 m shark
828,2012.0,34,M,Spearfishing,Allegedly a 4 m tiger shark,AUSTRALIA,N,spearfishing,m,34,Tiger shark
831,2011.0,23,M,Surfing,,ECUADOR,N,surfing,m,23,
832,2011.0,27,M,Surfing,,USA,N,surfing,m,27,
834,2011.0,35,M,Kayak Fishing,,SOUTH AFRICA,N,fishing,m,35,
835,2011.0,51,M,Surfing,"White shark, 2.5m",AUSTRALIA,N,surfing,m,51,White shark
837,2011.0,14,M,Surfing,Wobbegong shark,AUSTRALIA,N,surfing,m,14,Wobbegong shark
840,2011.0,63,M,Surfing,,AUSTRALIA,N,surfing,m,63,
841,2011.0,18,M,Surfing,,INDONESIA,N,surfing,m,18,
842,2011.0,10,M,Swimming,Wobbegong shark?,AUSTRALIA,N,swimming,m,10,Wobbegong shark
845,2011.0,35,M,Surfing,,BRAZIL,N,surfing,m,35,
846,2011.0,42,M,Free diving / spearfishing,,REUNION,N,spearfishing,m,42,
847,2011.0,27,M,Surfing,White shark,USA,N,surfing,m,27,White shark
848,2011.0,26,M,Surfing,8' to 10' shark,SCOTLAND,N,surfing,m,26,8' to 10' shark
850,2011.0,32,M,Diving,"White shark, 10'",AUSTRALIA,Y,diving,m,32,White shark
851,2011.0,41,M,Surfing,"White shark, 15'",USA,N,surfing,m,41,White shark
852,2011.0,50,M,Diving,"Port Jackson shark, 1m",AUSTRALIA,N,diving,m,50,"port jackson shark, 1m"
855,2011.0,64,M,Swimming,,AUSTRALIA,Y,swimming,m,64,
856,2011.0,51,M,Canoeing,2 to 2.5 m shark,REUNION,N,canoeing,m,51,2 to 2.5 m shark
859,2011.0,27,M,Surfing,No shark involvement,USA,,surfing,m,27,Not a shark
860,2011.0,48,M,Fishing,,DOMINICAN REPUBLIC,N,fishing,m,48,
